Mqtt Timestamp, Unity Timestamp, Angle
"14:02:31.530491","14:40:28.219614","380"
"14:40:27.977426","14:40:28.262500","965"
"14:40:28.015781","14:40:28.262500","1025"
"14:40:28.053347","14:40:28.262500","1090"
"14:40:28.088074","14:40:28.305384","1150"
"14:40:28.117612","14:40:28.349267","1210"
"14:40:28.145238","14:40:28.349267","1265"
"14:40:28.178342","14:40:28.393150","1325"
"14:40:28.205982","14:40:28.436035","1385"
"14:40:28.237578","14:40:28.436035","1435"
"14:40:28.265988","14:40:28.615063","1490"
"14:40:28.300732","14:40:28.616060","1525"
"14:40:28.328362","14:40:28.616060","1555"
"14:40:28.355912","14:40:28.616060","1565"
"14:40:28.386525","14:40:28.616060","1560"
"14:40:28.418164","14:40:28.657455","1560"
"14:40:28.453127","14:40:28.657455","1555"
"14:40:28.484631","14:40:28.701338","1545"
"14:40:28.505576","14:40:28.701338","1545"
"14:40:28.525663","14:40:28.745221","1540"
"14:40:28.546490","14:40:28.788106","1545"
"14:40:28.575910","14:40:28.788106","1535"
"14:40:28.607065","14:40:28.830991","1535"
"14:40:28.648119","14:40:28.876869","1535"
"14:40:28.682478","14:40:28.920751","1535"
"14:40:28.714194","14:40:28.920751","1535"
"14:40:28.742589","14:40:28.989567","1535"
"14:40:28.771951","14:40:29.266827","1535"
"14:40:28.801102","14:40:29.266827","1535"
"14:40:28.823566","14:40:29.266827","1535"
"14:40:28.852120","14:40:29.266827","1535"
"14:40:28.876001","14:40:29.266827","1535"
"14:40:28.903970","14:40:29.266827","1535"
"14:40:28.942171","14:40:29.266827","1535"
"14:40:28.980110","14:40:29.266827","1535"
"14:40:29.004292","14:40:29.266827","1535"
"14:40:29.034500","14:40:29.266827","1535"
"14:40:29.062069","14:40:29.266827","1530"
"14:40:29.097089","14:40:29.334645","1525"
"14:40:29.127899","14:40:29.381521","1520"
"14:40:29.161676","14:40:29.381521","1515"
"14:40:29.192001","14:40:29.486240","1515"
"14:40:29.224844","14:40:29.486240","1510"
"14:40:29.251933","14:40:29.486240","1505"
"14:40:29.281985","14:40:29.486240","1505"
"14:40:29.322279","14:40:29.601439","1500"
"14:40:29.352108","14:40:29.647316","1500"
"14:40:29.382148","14:40:29.647316","1495"
"14:40:29.409153","14:40:29.647316","1495"
"14:40:29.447434","14:40:29.647316","1495"
"14:40:29.481975","14:40:29.696186","1495"
"14:40:29.508651","14:40:29.739070","1495"
"14:40:29.547025","14:40:29.781956","1495"
"14:40:29.575025","14:40:29.781956","1495"
"14:40:29.617933","14:40:29.825838","1495"
"14:40:29.647039","14:40:29.869721","1485"
"14:40:29.683495","14:40:29.913604","1475"
"14:40:29.713160","14:40:29.913604","1465"
"14:40:29.747355","14:40:29.958484","1450"
"14:40:29.776971","14:40:30.002367","1440"
"14:40:29.811031","14:40:30.260195","1425"
"14:40:29.844265","14:40:30.306073","1415"
"14:40:29.876993","14:40:30.306073","1405"
"14:40:29.900633","14:40:30.306073","1405"
"14:40:29.941809","14:40:30.306073","1395"
"14:40:29.966590","14:40:30.306073","1395"
"14:40:29.991348","14:40:30.306073","1395"
"14:40:30.024684","14:40:30.306073","1390"
"14:40:30.052021","14:40:30.306073","1395"
"14:40:30.102137","14:40:30.350952","1390"
"14:40:30.176457","14:40:30.395339","1380"
"14:40:30.242048","14:40:30.501057","1380"
"14:40:30.256498","14:40:30.501057","1380"
"14:40:30.296819","14:40:30.683569","1380"
"14:40:30.351951","14:40:30.728449","1380"
"14:40:30.376908","14:40:30.728449","1380"
"14:40:30.415674","14:40:30.728449","1380"
"14:40:30.441989","14:40:30.728449","1380"
"14:40:30.472046","14:40:30.728449","1380"
"14:40:30.501677","14:40:30.772331","1380"
"14:40:30.576026","14:40:30.830177","1380"
"14:40:30.651946","14:40:30.873063","1380"
"14:40:30.697742","14:40:30.917942","1380"
"14:40:30.733106","14:40:30.962823","1380"
"14:40:30.790962","14:40:31.024657","1380"
"14:40:30.822990","14:40:31.067542","1375"
"14:40:30.854820","14:40:31.067542","1370"
"14:40:30.869850","14:40:31.067542","1370"
"14:40:30.885507","14:40:31.308404","1365"
"14:40:30.900977","14:40:31.374228","1365"
"14:40:30.917036","14:40:31.394175","1360"
"14:40:30.931659","14:40:31.394175","1360"
"14:40:30.945317","14:40:31.395173","1360"
"14:40:30.958990","14:40:31.395173","1355"
"14:40:30.973749","14:40:31.395173","1355"
"14:40:30.987268","14:40:31.395173","1350"
"14:40:31.000970","14:40:31.395173","1350"
"14:40:31.016220","14:40:31.395173","1350"
"14:40:31.030699","14:40:31.395173","1350"
"14:40:31.044237","14:40:31.395173","1345"
"14:40:31.057949","14:40:31.395173","1345"
"14:40:31.071973","14:40:31.395173","1345"
"14:40:31.085670","14:40:31.395173","1345"
"14:40:31.099627","14:40:31.395173","1345"
"14:40:31.113656","14:40:31.395173","1345"
"14:40:31.127996","14:40:31.395173","1345"
"14:40:31.141680","14:40:31.395173","1345"
"14:40:31.156135","14:40:31.499892","1345"
"14:40:31.170200","14:40:31.499892","1345"
"14:40:31.183901","14:40:31.499892","1345"
"14:40:31.198391","14:40:31.499892","1345"
"14:40:31.213497","14:40:31.499892","1345"
"14:40:31.227874","14:40:31.499892","1345"
"14:40:31.243287","14:40:31.499892","1345"
"14:40:31.257913","14:40:31.543775","1345"
"14:40:31.274128","14:40:31.543775","1345"
"14:40:31.288619","14:40:31.544773","1345"
"14:40:31.302297","14:40:31.544773","1345"
"14:40:31.316990","14:40:31.544773","1345"
"14:40:31.331250","14:40:31.544773","1345"
"14:40:31.348678","14:40:31.544773","1345"
"14:40:31.363156","14:40:31.589652","1345"
"14:40:31.378631","14:40:31.589652","1345"
"14:40:31.393754","14:40:31.589652","1345"
"14:40:31.409132","14:40:31.701354","1345"
"14:40:31.426378","14:40:31.748229","1345"
"14:40:31.441728","14:40:31.748229","1345"
"14:40:31.456238","14:40:31.748229","1345"
"14:40:31.470041","14:40:31.748229","1345"
"14:40:31.483915","14:40:31.748229","1345"
"14:40:31.497544","14:40:31.748229","1345"
"14:40:31.512240","14:40:31.748229","1345"
"14:40:31.526789","14:40:31.748229","1345"
"14:40:31.541449","14:40:31.845474","1345"
"14:40:31.555864","14:40:31.845474","1345"
"14:40:31.569586","14:40:31.845474","1345"
"14:40:31.584280","14:40:31.845474","1345"
"14:40:31.601400","14:40:31.888864","1345"
"14:40:31.621132","14:40:31.889862","1345"
"14:40:31.643214","14:40:31.889862","1345"
"14:40:31.657633","14:40:31.889862","1345"
"14:40:31.671538","14:40:31.889862","1345"
"14:40:31.694361","14:40:31.889862","1345"
"14:40:31.708936","14:40:31.935739","1345"
"14:40:31.725642","14:40:31.979129","1345"
"14:40:31.740810","14:40:31.979129","1345"
"14:40:31.754403","14:40:31.979129","1345"
"14:40:31.769129","14:40:31.979129","1345"
"14:40:31.784037","14:40:31.979129","1345"
"14:40:31.800356","14:40:32.023012","1340"
"14:40:31.816412","14:40:32.067892","1340"
"14:40:31.831769","14:40:32.067892","1340"
"14:40:31.847275","14:40:32.067892","1340"
"14:40:31.862519","14:40:32.067892","1340"
"14:40:31.877940","14:40:32.112280","1340"
"14:40:31.892850","14:40:32.112280","1335"
"14:40:31.908066","14:40:32.112280","1335"
"14:40:31.925748","14:40:32.112280","1335"
"14:40:31.941249","14:40:32.411986","1330"
"14:40:31.955591","14:40:32.424951","1325"
"14:40:31.971014","14:40:32.424951","1325"
"14:40:31.985524","14:40:32.424951","1320"
"14:40:31.999235","14:40:32.424951","1305"
"14:40:32.013916","14:40:32.424951","1300"
"14:40:32.028243","14:40:32.424951","1285"
"14:40:32.042572","14:40:32.424951","1275"
"14:40:32.056228","14:40:32.424951","1265"
"14:40:32.070013","14:40:32.424951","1250"
"14:40:32.083695","14:40:32.424951","1235"
"14:40:32.097662","14:40:32.424951","1220"
"14:40:32.111436","14:40:32.424951","1205"
"14:40:32.126145","14:40:32.424951","1190"
"14:40:32.139768","14:40:32.424951","1180"
"14:40:32.153337","14:40:32.424951","1165"
"14:40:32.167136","14:40:32.424951","1145"
"14:40:32.181063","14:40:32.424951","1130"
"14:40:32.194971","14:40:32.484792","1115"
"14:40:32.209087","14:40:32.484792","1095"
"14:40:32.224017","14:40:32.484792","1075"
"14:40:32.237713","14:40:32.484792","1060"
"14:40:32.251392","14:40:32.484792","1040"
"14:40:32.267389","14:40:32.484792","1020"
"14:40:32.282841","14:40:32.484792","1000"
"14:40:32.297489","14:40:32.484792","985"
"14:40:32.312820","14:40:32.530669","965"
"14:40:32.330086","14:40:32.530669","945"
"14:40:32.347123","14:40:32.575549","915"
"14:40:32.361541","14:40:32.575549","900"
"14:40:32.376947","14:40:32.575549","875"
"14:40:32.392178","14:40:32.619431","850"
"14:40:32.407623","14:40:32.619431","830"
"14:40:32.425382","14:40:32.809936","805"
"14:40:32.440746","14:40:32.809936","790"
"14:40:32.454401","14:40:32.809936","765"
"14:40:32.467985","14:40:32.810920","745"
"14:40:32.482575","14:40:32.810920","730"
"14:40:32.496193","14:40:32.810920","715"
"14:40:32.510357","14:40:32.810920","695"
"14:40:32.525761","14:40:32.810920","680"
"14:40:32.539279","14:40:32.810920","670"
"14:40:32.553073","14:40:32.810920","655"
"14:40:32.566825","14:40:32.810920","645"
"14:40:32.581275","14:40:32.810920","630"
"14:40:32.595659","14:40:32.810920","620"
"14:40:32.611179","14:40:32.810920","610"
"14:40:32.627679","14:40:32.855800","600"
"14:40:32.643150","14:40:32.855800","595"
"14:40:32.658493","14:40:32.855800","590"
"14:40:32.673892","14:40:32.903672","580"
"14:40:32.688547","14:40:32.903672","580"
"14:40:32.704796","14:40:32.903672","580"
"14:40:32.720732","14:40:32.947554","575"
