value_wrist,value_elbow,timestamp
0.0,0.0,00:13:26.603725
0.0,0.0,00:13:26.627514
0.0,0.0,00:13:26.644817
0.0,0.0,00:13:26.667186
0.0,0.0,00:13:26.685023
0.0,0.0,00:13:26.710907
0.0,0.0,00:13:26.727102
0.0,0.0,00:13:26.743709
0.0,0.0,00:13:26.759774
0.0,0.0,00:13:26.777071
0.0,0.0,00:13:26.800870
0.0,0.0,00:13:26.817598
0.0,0.0,00:13:26.843818
0.0,0.0,00:13:26.860235
0.0,0.0,00:13:26.883800
0.0,0.0,00:13:26.902201
0.0,0.0,00:13:26.924810
0.0,0.0,00:13:26.941646
0.0,0.0,00:13:26.967675
0.0,0.0,00:13:26.984116
0.0,0.0,00:13:27.008963
0.0,0.0,00:13:27.026051
0.0,0.0,00:13:27.044806
0.0,0.0,00:13:27.060815
0.0,0.0,00:13:27.076681
0.0,0.0,00:13:27.094782
0.0,0.0,00:13:27.118045
0.0,0.0,00:13:27.136011
0.0,0.0,00:13:27.152572
0.0,0.0,00:13:27.168665
0.0,0.0,00:13:27.184554
0.0,0.0,00:13:27.207348
0.0,0.0,00:13:27.230401
0.0,0.0,00:13:27.266965
0.0,0.0,00:13:27.288738
0.0,0.0,00:13:27.306630
0.0,0.0,00:13:27.323282
0.0,0.0,00:13:27.339175
0.0,0.0,00:13:27.362691
0.0,0.0,00:13:27.381027
0.0,0.0,00:13:27.401936
0.0,0.0,00:13:27.424386
0.0,0.0,00:13:27.455849
0.0,0.0,00:13:27.472201
0.0,0.0,00:13:27.489480
0.0,0.0,00:13:27.506775
0.0,0.0,00:13:27.523089
0.0,0.0,00:13:27.541400
0.0,0.0,00:13:27.557393
0.0,0.0,00:13:27.573408
0.0,0.0,00:13:27.589378
0.0,0.0,00:13:27.606256
0.0,0.0,00:13:27.650106
0.0,0.0,00:13:27.697588
0.0,0.0,00:13:27.725140
0.0,0.0,00:13:27.771268
0.0,0.0,00:13:27.812590
0.0,0.0,00:13:27.851352
0.0,0.0,00:13:27.878725
0.0,0.0,00:13:27.936963
0.0,0.0,00:13:27.979794
0.0,0.0,00:13:28.034239
0.0,0.0,00:13:28.068671
0.0,0.0,00:13:28.120456
0.0,0.0,00:13:28.170060
0.0,0.0,00:13:28.206878
0.0,0.0,00:13:28.271325
0.0,0.0,00:13:28.342984
0.0,0.0,00:13:28.403641
0.0,0.0,00:13:28.436753
0.0,0.0,00:13:28.473842
0.0,0.0,00:13:28.522688
0.0,0.0,00:13:28.560194
0.0,0.0,00:13:28.610996
0.0,0.0,00:13:28.650072
0.0,0.0,00:13:28.698623
0.0,0.0,00:13:28.740785
0.0,0.0,00:13:28.790061
0.0,0.0,00:13:28.819774
0.0,0.0,00:13:28.849652
0.0,0.0,00:13:28.900057
0.0,0.0,00:13:28.928063
0.0,0.0,00:13:28.970124
0.0,0.0,00:13:28.999219
0.0,0.0,00:13:29.060361
0.0,0.0,00:13:29.091231
0.0,0.0,00:13:29.140683
0.0,0.0,00:13:29.173709
0.0,0.0,00:13:29.210200
0.0,0.0,00:13:29.241589
0.0,0.0,00:13:29.274151
0.0,0.0,00:13:29.305607
0.0,0.0,00:13:29.348885
0.0,0.0,00:13:29.390127
0.0,0.0,00:13:29.429620
0.0,0.0,00:13:29.476777
0.0,0.0,00:13:29.517776
0.0,-1.0,00:13:29.563786
0.0,-1.5,00:13:29.590412
0.0,-3.0,00:13:29.622780
0.0,-8.5,00:13:29.702597
0.0,-15.0,00:13:29.786686
0.0,-23.0,00:13:29.881589
0.0,-26.5,00:13:29.913468
0.0,-31.0,00:13:29.960059
0.0,-35.0,00:13:29.999772
0.0,-39.0,00:13:30.040597
0.0,-42.0,00:13:30.079046
0.0,-45.5,00:13:30.118970
0.0,-48.0,00:13:30.148535
0.0,-51.0,00:13:30.191838
0.0,-54.0,00:13:30.244599
0.0,-56.0,00:13:30.287060
0.0,-58.0,00:13:30.330397
0.0,-60.5,00:13:30.379784
0.0,-62.5,00:13:30.422743
0.0,-64.5,00:13:30.448856
0.0,-67.0,00:13:30.490836
0.0,-71.5,00:13:30.562870
0.0,-74.0,00:13:30.610193
0.0,-77.0,00:13:30.640143
0.0,-79.0,00:13:30.673906
0.0,-82.0,00:13:30.708401
0.0,-85.0,00:13:30.745210
0.0,-92.0,00:13:30.806847
0.0,-100.0,00:13:30.924726
0.0,-106.0,00:13:30.993022
0.0,-109.5,00:13:31.070299
0.0,-112.0,00:13:31.123379
0.0,-114.0,00:13:31.160612
0.0,-115.0,00:13:31.213387
0.0,-116.0,00:13:31.236997
0.0,-116.5,00:13:31.270133
0.0,-117.0,00:13:31.287325
0.0,-117.0,00:13:31.304085
0.0,-117.5,00:13:31.320140
0.0,-118.0,00:13:31.337268
0.0,-118.5,00:13:31.354711
0.0,-119.0,00:13:31.371247
0.0,-120.0,00:13:31.387276
0.0,-120.5,00:13:31.405588
0.0,-121.0,00:13:31.427630
0.0,-122.0,00:13:31.445232
0.0,-123.0,00:13:31.461694
0.0,-124.5,00:13:31.488565
0.0,-125.5,00:13:31.506965
0.0,-127.0,00:13:31.532996
0.0,-128.5,00:13:31.550408
0.0,-129.5,00:13:31.567127
0.0,-131.0,00:13:31.583158
0.0,-132.0,00:13:31.599835
0.0,-134.0,00:13:31.623502
0.0,-135.0,00:13:31.641051
0.0,-137.0,00:13:31.663592
0.0,-139.0,00:13:31.688470
0.0,-141.0,00:13:31.705522
0.0,-143.0,00:13:31.730203
0.0,-144.5,00:13:31.746368
0.0,-147.0,00:13:31.767334
0.0,-150.0,00:13:31.803881
0.0,-151.5,00:13:31.822213
0.0,-153.5,00:13:31.843555
0.0,-155.5,00:13:31.865957
0.0,-157.0,00:13:31.883427
0.0,-158.5,00:13:31.900321
0.0,-160.0,00:13:31.917286
0.0,-161.0,00:13:31.934888
0.0,-162.5,00:13:31.951016
0.0,-164.0,00:13:31.967853
0.0,-165.0,00:13:31.987161
0.0,-166.0,00:13:32.003223
0.0,-167.0,00:13:32.022513
0.0,-169.0,00:13:32.050820
0.0,-170.0,00:13:32.066712
0.0,-170.5,00:13:32.082789
0.0,-172.0,00:13:32.114453
0.0,-173.0,00:13:32.135674
0.0,-174.0,00:13:32.152229
0.0,-174.5,00:13:32.168142
0.0,-175.5,00:13:32.185342
0.0,-176.0,00:13:32.201440
0.0,-177.0,00:13:32.218003
0.0,-178.0,00:13:32.235374
0.0,-179.0,00:13:32.251608
0.0,-180.0,00:13:32.280033
0.0,-181.0,00:13:32.296171
0.0,-182.0,00:13:32.313347
0.0,-183.0,00:13:32.329909
0.0,-184.0,00:13:32.348284
0.0,-185.5,00:13:32.368652
0.0,-187.0,00:13:32.391988
0.0,-188.5,00:13:32.416770
0.0,-189.5,00:13:32.437267
0.0,-191.0,00:13:32.453453
0.0,-192.0,00:13:32.469352
0.0,-193.0,00:13:32.486279
0.0,-194.0,00:13:32.503694
0.0,-196.0,00:13:32.527403
0.0,-197.0,00:13:32.549707
0.0,-198.5,00:13:32.566407
0.0,-200.0,00:13:32.588355
0.0,-201.0,00:13:32.605774
0.0,-202.5,00:13:32.623201
0.0,-204.5,00:13:32.650887
0.0,-205.5,00:13:32.667083
0.0,-206.5,00:13:32.683700
0.0,-208.0,00:13:32.699647
0.0,-209.0,00:13:32.715622
0.0,-211.0,00:13:32.733049
0.0,-212.0,00:13:32.758769
0.0,-213.0,00:13:32.775810
0.0,-215.0,00:13:32.801258
0.0,-216.0,00:13:32.818473
0.0,-217.0,00:13:32.836158
0.0,-219.0,00:13:32.863022
0.0,-220.0,00:13:32.879287
0.0,-222.5,00:13:32.912530
0.0,-223.5,00:13:32.930722
0.0,-226.0,00:13:32.965384
0.0,-226.5,00:13:32.982240
0.0,-227.5,00:13:32.999050
0.0,-229.0,00:13:33.020227
0.0,-230.0,00:13:33.041482
0.0,-231.0,00:13:33.070863
0.0,-232.0,00:13:33.086776
0.0,-232.5,00:13:33.102817
0.0,-233.0,00:13:33.120381
0.0,-234.0,00:13:33.137868
0.0,-234.5,00:13:33.164143
0.0,-235.0,00:13:33.180878
0.0,-235.5,00:13:33.196593
0.0,-236.0,00:13:33.213732
0.0,-236.0,00:13:33.230461
0.0,-236.5,00:13:33.247996
0.0,-237.0,00:13:33.276191
0.0,-237.0,00:13:33.300955
0.0,-237.0,00:13:33.318358
0.0,-237.5,00:13:33.335267
0.0,-237.5,00:13:33.358349
0.0,-237.0,00:13:33.376225
0.0,-237.0,00:13:33.400265
0.0,-237.0,00:13:33.418571
0.0,-237.5,00:13:33.442311
0.0,-237.5,00:13:33.459319
0.0,-237.0,00:13:33.484113
0.0,-237.0,00:13:33.501579
0.0,-237.0,00:13:33.517998
0.0,-237.0,00:13:33.539471
0.0,-237.0,00:13:33.560239
0.0,-237.0,00:13:33.576903
0.0,-237.0,00:13:33.593546
0.0,-237.0,00:13:33.610718
0.0,-237.0,00:13:33.639298
0.0,-237.0,00:13:33.662031
0.0,-237.0,00:13:33.677910
0.0,-237.0,00:13:33.695790
0.0,-237.0,00:13:33.722777
0.0,-237.0,00:13:33.740910
0.0,-237.0,00:13:33.757689
0.0,-237.0,00:13:33.774481
0.0,-237.0,00:13:33.791047
0.0,-237.0,00:13:33.807140
0.0,-237.0,00:13:33.823228
0.0,-236.0,00:13:33.845085
0.0,-236.0,00:13:33.873515
0.0,-235.0,00:13:33.889371
0.0,-234.5,00:13:33.911041
0.0,-233.5,00:13:33.943739
0.0,-232.0,00:13:33.962631
0.0,-231.0,00:13:33.996347
0.0,-230.0,00:13:34.012551
0.0,-229.0,00:13:34.028994
0.0,-227.0,00:13:34.052309
0.0,-226.0,00:13:34.068861
0.0,-225.0,00:13:34.085437
0.0,-223.5,00:13:34.102795
0.0,-221.5,00:13:34.128102
0.0,-220.0,00:13:34.145135
0.0,-218.5,00:13:34.166532
0.0,-216.0,00:13:34.192530
0.0,-214.5,00:13:34.208700
0.0,-212.0,00:13:34.226195
0.0,-210.5,00:13:34.253037
0.0,-207.5,00:13:34.282607
0.0,-206.0,00:13:34.300659
0.0,-204.5,00:13:34.317389
0.0,-203.0,00:13:34.334120
0.0,-201.0,00:13:34.351375
0.0,-199.0,00:13:34.367956
0.0,-197.0,00:13:34.394945
0.0,-195.0,00:13:34.411095
0.0,-194.0,00:13:34.427282
0.0,-192.0,00:13:34.443792
0.0,-190.5,00:13:34.461867
0.0,-188.5,00:13:34.480582
0.0,-186.0,00:13:34.509103
0.0,-184.0,00:13:34.525317
0.0,-182.5,00:13:34.545366
0.0,-180.0,00:13:34.573409
0.0,-178.0,00:13:34.592402
0.0,-176.5,00:13:34.608720
0.0,-175.0,00:13:34.628386
0.0,-173.0,00:13:34.644967
0.0,-171.0,00:13:34.666222
0.0,-170.0,00:13:34.682621
0.0,-168.5,00:13:34.698564
0.0,-167.0,00:13:34.716193
0.0,-165.0,00:13:34.733785
0.0,-162.0,00:13:34.761884
0.0,-159.5,00:13:34.800358
0.0,-158.0,00:13:34.816341
0.0,-157.0,00:13:34.832487
0.0,-155.5,00:13:34.848828
0.0,-153.0,00:13:34.880475
0.0,-151.5,00:13:34.896442
0.0,-149.5,00:13:34.921271
0.0,-147.0,00:13:34.947451
0.0,-144.5,00:13:34.980464
0.0,-143.0,00:13:34.996669
0.0,-142.0,00:13:35.012795
0.0,-140.5,00:13:35.028597
0.0,-139.0,00:13:35.047720
0.0,-137.5,00:13:35.065472
0.0,-136.0,00:13:35.082533
0.0,-134.5,00:13:35.103676
0.0,-133.0,00:13:35.124536
0.0,-131.5,00:13:35.143839
0.0,-129.5,00:13:35.167936
0.0,-128.0,00:13:35.184881
0.0,-126.0,00:13:35.207949
0.0,-124.0,00:13:35.232517
0.0,-123.0,00:13:35.248876
0.0,-121.0,00:13:35.269780
0.0,-119.0,00:13:35.295834
0.0,-117.5,00:13:35.315735
0.0,-116.0,00:13:35.332284
0.0,-114.0,00:13:35.358575
0.0,-112.5,00:13:35.374627
0.0,-111.0,00:13:35.392016
0.0,-110.0,00:13:35.408379
0.0,-108.0,00:13:35.424698
0.0,-106.5,00:13:35.444194
0.0,-105.0,00:13:35.461757
0.0,-103.0,00:13:35.478893
0.0,-101.0,00:13:35.504366
0.0,-99.5,00:13:35.523816
0.0,-98.0,00:13:35.542651
0.0,-95.0,00:13:35.574816
0.0,-93.0,00:13:35.594807
0.0,-91.5,00:13:35.611046
0.0,-90.0,00:13:35.627489
0.0,-87.5,00:13:35.644300
0.0,-85.5,00:13:35.669950
0.0,-83.5,00:13:35.691158
0.0,-81.0,00:13:35.715014
0.0,-79.0,00:13:35.733607
0.0,-77.5,00:13:35.750916
0.0,-75.5,00:13:35.768668
0.0,-73.0,00:13:35.793876
0.0,-71.0,00:13:35.811896
0.0,-68.0,00:13:35.843430
0.0,-66.0,00:13:35.860404
0.0,-63.0,00:13:35.889977
0.0,-62.0,00:13:35.906217
0.0,-60.5,00:13:35.922708
0.0,-59.0,00:13:35.938700
0.0,-58.0,00:13:35.955624
0.0,-56.5,00:13:35.972327
0.0,-55.5,00:13:35.988345
0.0,-54.5,00:13:36.005014
0.0,-53.5,00:13:36.023267
0.0,-51.5,00:13:36.059396
0.0,-51.0,00:13:36.080409
0.0,-50.0,00:13:36.106605
0.0,-49.5,00:13:36.129835
0.0,-49.0,00:13:36.145776
0.0,-48.5,00:13:36.164146
0.0,-48.0,00:13:36.195652
0.0,-48.0,00:13:36.213968
0.0,-48.0,00:13:36.239308
0.0,-48.0,00:13:36.260787
0.0,-48.0,00:13:36.295647
0.0,-48.0,00:13:36.328798
0.0,-48.0,00:13:36.344865
0.0,-48.0,00:13:36.361652
0.0,-48.0,00:13:36.378372
0.0,-48.0,00:13:36.395794
0.0,-48.0,00:13:36.416298
0.0,-48.0,00:13:36.443854
0.0,-48.0,00:13:36.461438
0.0,-48.0,00:13:36.479058
0.0,-48.0,00:13:36.498733
0.0,-48.0,00:13:36.528389
0.0,-48.0,00:13:36.547285
0.0,-48.0,00:13:36.564710
0.0,-48.0,00:13:36.583870
0.0,-48.0,00:13:36.599906
0.0,-48.0,00:13:36.615874
0.0,-48.0,00:13:36.641956
0.0,-48.0,00:13:36.665665
0.0,-48.0,00:13:36.682162
0.0,-48.0,00:13:36.698085
0.0,-48.0,00:13:36.714799
0.0,-48.0,00:13:36.733553
0.0,-48.0,00:13:36.753261
0.0,-47.5,00:13:36.779453
0.0,-47.0,00:13:36.795406
0.0,-46.0,00:13:36.812053
0.0,-45.0,00:13:36.830089
0.0,-44.0,00:13:36.849368
0.0,-42.5,00:13:36.867087
0.0,-41.0,00:13:36.883190
0.0,-39.0,00:13:36.900816
0.0,-36.5,00:13:36.924552
0.0,-34.0,00:13:36.942068
0.0,-32.0,00:13:36.961047
0.0,-29.0,00:13:36.977675
0.0,-24.5,00:13:36.995129
0.0,-21.0,00:13:37.025538
0.0,-15.5,00:13:37.055910
0.0,-12.0,00:13:37.077817
0.0,-5.5,00:13:37.109856
0.0,0.0,00:13:37.135526
0.0,3.5,00:13:37.154757
0.0,7.0,00:13:37.171745
0.0,10.5,00:13:37.187743
0.0,14.0,00:13:37.207194
0.0,18.0,00:13:37.223407
0.0,21.5,00:13:37.241378
0.0,25.0,00:13:37.258648
0.0,30.0,00:13:37.281662
0.0,33.5,00:13:37.297702
0.0,37.0,00:13:37.314634
0.0,41.0,00:13:37.332052
0.0,44.5,00:13:37.351788
0.0,51.5,00:13:37.382377
0.0,55.0,00:13:37.400020
0.0,60.0,00:13:37.422890
0.0,63.5,00:13:37.442386
0.0,67.5,00:13:37.460727
0.0,71.0,00:13:37.477502
0.0,75.5,00:13:37.494144
0.0,79.0,00:13:37.517364
0.0,82.0,00:13:37.533476
0.0,88.0,00:13:37.564777
0.0,91.5,00:13:37.584061
0.0,94.0,00:13:37.601538
0.0,97.0,00:13:37.622207
0.0,99.5,00:13:37.639012
0.0,103.0,00:13:37.667587
0.0,105.0,00:13:37.684926
0.0,106.5,00:13:37.701175
0.0,108.5,00:13:37.717163
0.0,110.0,00:13:37.746555
0.0,111.0,00:13:37.764514
0.0,112.0,00:13:37.796690
0.0,112.0,00:13:37.813261
0.0,112.0,00:13:37.834917
0.0,112.0,00:13:37.859406
0.0,111.5,00:13:37.876069
0.0,111.5,00:13:37.892075
0.0,111.0,00:13:37.908270
0.0,111.0,00:13:37.925397
0.0,110.0,00:13:37.947258
0.0,110.0,00:13:37.963609
0.0,108.5,00:13:37.991863
0.0,108.0,00:13:38.009285
0.0,107.0,00:13:38.025568
0.0,105.5,00:13:38.043993
0.0,104.0,00:13:38.060767
0.0,103.0,00:13:38.077869
0.0,101.0,00:13:38.094479
0.0,99.0,00:13:38.111000
0.0,97.0,00:13:38.127276
0.0,95.0,00:13:38.144576
0.0,92.0,00:13:38.165025
0.0,87.0,00:13:38.192049
0.0,83.0,00:13:38.212144
0.0,77.5,00:13:38.239679
0.0,74.0,00:13:38.256610
0.0,69.5,00:13:38.274692
0.0,65.0,00:13:38.291751
0.0,61.0,00:13:38.307746
0.0,56.5,00:13:38.324824
0.0,52.0,00:13:38.341416
0.0,47.0,00:13:38.358589
0.0,41.0,00:13:38.379912
0.0,34.0,00:13:38.401907
0.0,29.0,00:13:38.418714
0.0,23.5,00:13:38.434835
0.0,18.0,00:13:38.450975
0.0,12.0,00:13:38.468773
0.0,3.0,00:13:38.493976
0.0,-2.5,00:13:38.511155
0.0,-8.0,00:13:38.527035
0.0,-14.0,00:13:38.545599
0.0,-19.5,00:13:38.562194
0.0,-25.0,00:13:38.578778
0.0,-31.0,00:13:38.599641
0.0,-37.5,00:13:38.620003
0.0,-42.0,00:13:38.635972
0.0,-47.0,00:13:38.652908
0.0,-52.0,00:13:38.669416
0.0,-56.0,00:13:38.686181
0.0,-60.5,00:13:38.702405
0.0,-65.5,00:13:38.720703
0.0,-69.5,00:13:38.736964
0.0,-74.0,00:13:38.753764
0.0,-78.0,00:13:38.770492
0.0,-84.5,00:13:38.797318
0.0,-89.0,00:13:38.817021
0.0,-92.5,00:13:38.833080
0.0,-96.0,00:13:38.849881
0.0,-100.0,00:13:38.868903
0.0,-103.5,00:13:38.885254
0.0,-107.0,00:13:38.901956
0.0,-110.5,00:13:38.918034
0.0,-113.5,00:13:38.935313
0.0,-117.0,00:13:38.951990
0.0,-122.5,00:13:38.981953
0.0,-127.0,00:13:39.007566
0.0,-129.5,00:13:39.023517
0.0,-133.0,00:13:39.045569
0.0,-136.0,00:13:39.062327
0.0,-140.0,00:13:39.088328
0.0,-142.5,00:13:39.106886
0.0,-145.0,00:13:39.123210
0.0,-148.0,00:13:39.146626
0.0,-150.5,00:13:39.162806
0.0,-152.5,00:13:39.179122
0.0,-154.5,00:13:39.196328
0.0,-156.5,00:13:39.212620
0.0,-158.0,00:13:39.228572
0.0,-160.0,00:13:39.244627
0.0,-161.5,00:13:39.260753
0.0,-164.5,00:13:39.290108
0.0,-166.0,00:13:39.306792
0.0,-167.5,00:13:39.323597
0.0,-169.0,00:13:39.339732
0.0,-170.5,00:13:39.355677
0.0,-172.5,00:13:39.377945
0.0,-174.0,00:13:39.395562
0.0,-176.0,00:13:39.412666
0.0,-178.0,00:13:39.429080
0.0,-181.0,00:13:39.450674
0.0,-183.5,00:13:39.471345
0.0,-186.0,00:13:39.487580
0.0,-189.0,00:13:39.506726
0.0,-193.5,00:13:39.532977
0.0,-197.0,00:13:39.550626
0.0,-200.0,00:13:39.567344
0.0,-204.0,00:13:39.584059
0.0,-208.0,00:13:39.602562
0.0,-214.0,00:13:39.625454
0.0,-218.5,00:13:39.644056
0.0,-224.5,00:13:39.667295
0.0,-230.0,00:13:39.686234
0.0,-235.5,00:13:39.707197
0.0,-241.0,00:13:39.725554
0.0,-245.5,00:13:39.742247
0.0,-250.0,00:13:39.758157
0.0,-255.0,00:13:39.774715
0.0,-260.0,00:13:39.790901
0.0,-265.5,00:13:39.811179
0.0,-270.0,00:13:39.827454
0.0,-274.5,00:13:39.843468
0.0,-279.0,00:13:39.860378
0.0,-283.0,00:13:39.877639
0.0,-287.0,00:13:39.893660
0.0,-291.5,00:13:39.911350
0.0,-301.0,00:13:39.944175
0.0,-306.5,00:13:39.975497
0.0,-310.0,00:13:39.991602
0.0,-314.5,00:13:40.011727
0.0,-318.0,00:13:40.027555
0.0,-321.5,00:13:40.045809
0.0,-325.0,00:13:40.062860
0.0,-330.0,00:13:40.087405
0.0,-333.0,00:13:40.104255
0.0,-336.0,00:13:40.121491
0.0,-339.0,00:13:40.138534
0.0,-342.0,00:13:40.154600
0.0,-345.0,00:13:40.172241
0.0,-347.5,00:13:40.189066
0.0,-350.0,00:13:40.206175
0.0,-352.5,00:13:40.222410
0.0,-355.0,00:13:40.240089
0.0,-357.5,00:13:40.256436
0.0,-361.0,00:13:40.281076
0.0,-363.0,00:13:40.297563
0.0,-365.0,00:13:40.314735
0.0,-367.0,00:13:40.331867
0.0,-369.0,00:13:40.347701
0.0,-370.5,00:13:40.363753
0.0,-372.0,00:13:40.380230
0.0,-374.0,00:13:40.396190
0.0,-375.0,00:13:40.413090
0.0,-376.5,00:13:40.429914
0.0,-378.0,00:13:40.445952
0.0,-379.0,00:13:40.462199
0.0,-380.0,00:13:40.479420
0.0,-380.5,00:13:40.495952
0.0,-381.0,00:13:40.514397
0.0,-381.0,00:13:40.535346
0.0,-381.0,00:13:40.558322
0.0,-381.0,00:13:40.574636
0.0,-380.0,00:13:40.591592
0.0,-380.0,00:13:40.608394
0.0,-379.5,00:13:40.624906
0.0,-379.0,00:13:40.641480
0.0,-378.0,00:13:40.658572
0.0,-376.5,00:13:40.681161
0.0,-375.0,00:13:40.697035
0.0,-373.5,00:13:40.714480
0.0,-371.5,00:13:40.732261
0.0,-369.0,00:13:40.750994
0.0,-365.5,00:13:40.774221
0.0,-361.0,00:13:40.799752
0.0,-355.5,00:13:40.825060
0.0,-351.5,00:13:40.842137
0.0,-347.5,00:13:40.858020
0.0,-343.0,00:13:40.873990
0.0,-338.0,00:13:40.891092
0.0,-333.0,00:13:40.907911
0.0,-328.0,00:13:40.924370
0.0,-322.5,00:13:40.940499
0.0,-317.0,00:13:40.956549
0.0,-311.0,00:13:40.973839
0.0,-305.0,00:13:40.990258
0.0,-299.0,00:13:41.006922
0.0,-293.0,00:13:41.024088
0.0,-286.0,00:13:41.042943
0.0,-280.0,00:13:41.058962
0.0,-274.0,00:13:41.075394
0.0,-267.0,00:13:41.092656
0.0,-260.5,00:13:41.110723
0.0,-254.5,00:13:41.128260
0.0,-248.0,00:13:41.145714
0.0,-239.5,00:13:41.172368
0.0,-228.0,00:13:41.200432
0.0,-212.5,00:13:41.261540
0.0,-200.5,00:13:41.303011
0.0,-191.5,00:13:41.340122
0.0,-182.0,00:13:41.367439
0.0,-172.5,00:13:41.404788
0.0,-161.5,00:13:41.461905
0.0,-151.0,00:13:41.500954
0.0,-146.0,00:13:41.546418
0.0,-142.5,00:13:41.563143
0.0,-139.5,00:13:41.580304
0.0,-136.5,00:13:41.596251
0.0,-133.5,00:13:41.613085
0.0,-131.0,00:13:41.629148
0.0,-128.0,00:13:41.646177
0.0,-125.5,00:13:41.662208
0.0,-123.0,00:13:41.678172
0.0,-120.0,00:13:41.695744
0.0,-118.0,00:13:41.711912
0.0,-115.5,00:13:41.728581
0.0,-113.0,00:13:41.745499
0.0,-110.5,00:13:41.764081
0.0,-108.0,00:13:41.786912
0.0,-105.0,00:13:41.808298
0.0,-103.0,00:13:41.828232
0.0,-101.0,00:13:41.845132
0.0,-99.0,00:13:41.868811
0.0,-98.0,00:13:41.885432
0.0,-96.5,00:13:41.901546
0.0,-95.0,00:13:41.918130
0.0,-94.0,00:13:41.936631
0.0,-92.0,00:13:41.956681
0.0,-89.5,00:13:41.978790
0.0,-88.0,00:13:41.995625
0.0,-86.0,00:13:42.011595
0.0,-83.0,00:13:42.028905
0.0,-80.0,00:13:42.048106
0.0,-77.0,00:13:42.067039
0.0,-73.5,00:13:42.083950
0.0,-70.0,00:13:42.100745
0.0,-66.0,00:13:42.118476
0.0,-62.5,00:13:42.135098
0.0,-57.0,00:13:42.155563
0.0,-50.5,00:13:42.180344
0.0,-46.0,00:13:42.196587
0.0,-41.5,00:13:42.213265
0.0,-35.5,00:13:42.232683
0.0,-28.0,00:13:42.256364
0.0,-16.5,00:13:42.287802
0.0,-10.5,00:13:42.310609
0.0,0.0,00:13:42.341110
0.0,7.5,00:13:42.360907
0.0,15.0,00:13:42.380568
0.0,21.0,00:13:42.396868
0.0,29.5,00:13:42.415683
0.0,38.5,00:13:42.437635
0.0,45.0,00:13:42.460394
0.0,50.5,00:13:42.476370
0.0,56.5,00:13:42.493580
0.0,62.0,00:13:42.510121
0.0,68.0,00:13:42.528274
0.0,74.0,00:13:42.546920
0.0,79.0,00:13:42.563089
0.0,83.5,00:13:42.579248
0.0,88.5,00:13:42.595728
0.0,93.0,00:13:42.612472
